averageFitness,bestFitness,
8875,8800,
8917,8800,
8918,8757,
8930,8757,
8873,8757,
8914,8757,
8880,8757,
8813,8757,
8872,8757,
8821,8757,
8843,8757,
8923,8757,
8851,8757,
8849,8757,
8862,8757,
8895,8757,
8865,8757,
8844,8757,
8832,8757,
8877,8757,
8898,8757,
8869,8757,
8856,8757,
8909,8757,
8924,8757,
8814,8757,
8816,8757,
8839,8757,
8838,8757,
8830,8757,
8841,8757,
8850,8757,
8868,8757,
8854,8757,
8907,8757,
8834,8627,
8852,8627,
8806,8627,
8780,8627,
8721,8627,
8722,8627,
8706,8627,
8701,8627,
8662,8627,
8719,8627,
8719,8627,
8699,8627,
8691,8627,
8704,8627,
8733,8627,
8691,8627,
8739,8601,
8678,8601,
8718,8601,
8693,8601,
8705,8601,
8715,8601,
8739,8601,
8663,8601,
8664,8601,
8694,8601,
8698,8601,
8734,8601,
8694,8601,
8702,8601,
8723,8601,
8706,8601,
8668,8601,
8720,8601,
8685,8601,
8691,8601,
8700,8601,
8702,8601,
8701,8601,
8702,8601,
8647,8601,
8669,8601,
8687,8601,
8834,8601,
8676,8601,
8717,8601,
8733,8601,
8739,8601,
8664,8601,
8691,8601,
8680,8601,
8688,8601,
8750,8601,
8636,8601,
8721,8601,
8692,8601,
8659,8601,
8671,8601,
8727,8601,
8674,8601,
8712,8601,
8688,8601,
8661,8601,
8671,8601,
8721,8601,
8688,8601,
8709,8601,
8696,8601,
8728,8601,
8746,8601,
8706,8601,
8674,8601,
8700,8601,
8648,8601,
8704,8601,
8711,8601,
8704,8601,
8709,8601,
8675,8601,
8734,8601,
8678,8601,
8683,8601,
8655,8601,
8745,8601,
8705,8601,
8691,8601,
8664,8601,
8714,8601,
8730,8601,
8744,8601,
8726,8601,
8727,8601,
8695,8601,
8718,8601,
8669,8601,
8656,8601,
8733,8601,
8731,8601,
8700,8601,
8701,8601,
8643,8601,
8691,8601,
8657,8601,
8735,8601,
8694,8601,
8667,8601,
8672,8601,
8690,8601,
8668,8601,
8704,8601,
8686,8601,
8675,8601,
8647,8601,
8664,8601,
8684,8601,
8688,8601,
8722,8601,
8695,8601,
8735,8601,
8650,8601,
8705,8601,
8733,8601,
8713,8601,
8678,8601,
8679,8601,
8686,8601,
8716,8601,
8727,8601,
8695,8601,
8715,8601,
8691,8601,
8707,8601,
8668,8601,
8671,8601,
8668,8601,
8689,8601,
8699,8601,
8711,8601,
8701,8601,
8711,8601,
8664,8601,
8730,8601,
8728,8601,
8640,8601,
8694,8601,
8753,8601,
8724,8601,
8676,8601,
8657,8601,
8725,8601,
8695,8601,
8730,8601,
8674,8601,
8704,8601,
8722,8601,
8710,8601,
8694,8601,
8682,8601,
8676,8601,
8653,8601,
8690,8601,
8681,8601,
8708,8601,
8686,8601,
8657,8601,
8678,8601,
8719,8601,
8698,8601,
8673,8601,
8644,8601,
8705,8601,
8687,8601,
8654,8601,
8670,8601,
8705,8601,
8691,8601,
8682,8601,
8662,8601,
8721,8601,
8711,8601,
8732,8601,
8679,8601,
8689,8601,
8709,8601,
8725,8601,
8715,8601,
8690,8601,
8732,8601,
8745,8601,
8698,8601,
8683,8601,
8656,8601,
8683,8601,
8722,8601,
8682,8601,
8686,8601,
8715,8601,
8719,8601,
8685,8601,
8657,8601,
8690,8601,
8679,8601,
8633,8601,
8670,8601,
8719,8601,
8688,8601,
8691,8601,
8725,8601,
8713,8601,
8715,8601,
8672,8601,
8681,8601,
8711,8601,
8690,8601,
8677,8601,
8678,8601,
8710,8601,
8703,8601,
8671,8601,
8700,8601,
8658,8601,
8723,8601,
8671,8601,
8683,8601,
8745,8601,
8663,8601,
8689,8601,
8685,8601,
8662,8601,
8700,8601,
8707,8601,
8679,8601,
8692,8601,
8730,8601,
8698,8601,
8676,8601,
8720,8601,
8693,8601,
8646,8601,
8702,8601,
8683,8601,
8699,8601,
8693,8601,
8684,8601,
8677,8601,
8733,8601,
8703,8601,
8695,8601,
8745,8601,
8678,8601,
8701,8601,
8695,8601,
8697,8601,
8677,8601,
8742,8601,
8670,8601,
8655,8601,
8703,8601,
8705,8601,
8705,8601,
8647,8601,
8700,8601,
8744,8601,
8691,8601,
8688,8601,
8699,8601,
8721,8601,
8656,8601,
8709,8601,
8697,8601,
8695,8601,
8669,8601,
8669,8601,
8704,8601,
8775,8601,
8691,8601,
8717,8601,
8689,8601,
8669,8601,
8662,8601,
8667,8601,
8744,8601,
8762,8601,
8670,8601,
8659,8601,
8686,8601,
8697,8601,
8631,8601,
8750,8601,
8718,8601,
8673,8601,
8704,8601,
8723,8601,
8677,8601,
8699,8601,
8682,8601,
8680,8601,
8707,8601,
8661,8601,
8681,8601,
8696,8601,
8693,8601,
8725,8601,
8734,8601,
8659,8601,
8687,8601,
8681,8601,
8747,8601,
8710,8601,
8672,8601,
8740,8601,
8695,8601,
8684,8601,
8672,8601,
8728,8601,
8707,8601,
8668,8601,
8676,8601,
8740,8601,
8689,8601,
8717,8601,
8671,8601,
8694,8601,
8691,8601,
8671,8601,
8713,8601,
8713,8601,
8759,8601,
8715,8601,
8716,8601,
8668,8601,
8731,8601,
8674,8601,
8708,8601,
8677,8601,
8713,8601,
8738,8601,
8667,8601,
8672,8601,
8689,8601,
8644,8601,
8675,8601,
8737,8601,
8634,8601,
8726,8601,
8723,8601,
8681,8601,
8740,8601,
8669,8601,
8696,8601,
8692,8601,
8741,8601,
8663,8601,
8701,8601,
8694,8601,
8716,8601,
8694,8601,
8701,8601,
8681,8601,
8685,8601,
8674,8601,
8683,8601,
8689,8601,
8731,8601,
8689,8601,
8674,8601,
8670,8601,
8703,8601,
8681,8601,
8685,8601,
8682,8601,
8689,8601,
8753,8601,
8709,8601,
8676,8601,
8711,8601,
8685,8601,
8710,8601,
8695,8601,
8685,8601,
8674,8601,
8687,8601,
8695,8601,
8729,8601,
8659,8601,
8679,8601,
8680,8601,
8682,8601,
8731,8601,
8667,8601,
8715,8601,
8694,8601,
8688,8601,
8692,8601,
8672,8601,
8697,8601,
8718,8601,
8735,8601,
8680,8601,
8681,8601,
8675,8601,
8681,8601,
8708,8601,
8693,8601,
8691,8601,
8721,8601,
8696,8601,
8715,8601,
8704,8601,
8676,8601,
8681,8601,
8721,8601,
8665,8601,
8657,8601,
8719,8601,
8708,8601,
8704,8601,
8659,8601,
8744,8601,
8675,8601,
8699,8601,
8750,8601,
8754,8601,
8667,8601,
8680,8601,
8746,8601,
8722,8601,
8687,8601,
8662,8601,
8771,8601,
8712,8601,
8705,8601,
8691,8601,
8719,8601,
8705,8601,
8689,8601,
8661,8601,
8674,8601,
8662,8601,
8686,8601,
8667,8601,
8648,8601,
8720,8601,
8716,8601,
8720,8601,
8697,8601,
8713,8601,
8669,8601,
8682,8601,
8666,8601,
8687,8601,
8701,8601,
8730,8601,
8672,8601,
8712,8601,
8628,8601,
8657,8601,
8700,8601,
8724,8601,
8710,8601,
8660,8601,
8733,8601,
8675,8601,
8658,8601,
8719,8601,
8739,8601,
8719,8601,
8786,8601,
8676,8601,
8771,8601,
8689,8601,
8700,8601,
8726,8601,
8703,8601,
8644,8601,
8679,8601,
8677,8601,
8693,8601,
8721,8601,
8662,8601,
8688,8601,
8690,8601,
8690,8601,
8702,8601,
8662,8601,
8735,8601,
8687,8601,
8717,8601,
8732,8601,
8711,8601,
8657,8601,
8674,8601,
8689,8601,
8724,8601,
8737,8601,
8678,8601,
