averageFitness,bestFitness,
9620,9567,
9666,9567,
9635,9567,
9662,9567,
9660,9567,
9607,9567,
9667,9567,
9636,9567,
9681,9567,
9662,9548,
9661,9548,
9659,9548,
9705,9548,
9783,9548,
9624,9548,
9637,9548,
9664,9548,
9715,9548,
9654,9548,
9630,9352,
9606,9352,
9598,9352,
9453,9352,
9429,9352,
9454,9352,
9445,9352,
9470,9352,
9447,9352,
9456,9352,
9452,9352,
9427,9352,
9416,9352,
9437,9300,
9418,9300,
9418,9300,
9424,9300,
9375,9300,
9385,9300,
9371,9300,
9389,9300,
9369,9253,
9398,9253,
9435,9253,
9396,9253,
9423,9253,
9384,9253,
9379,9253,
9385,9253,
9297,9253,
9369,9230,
9345,9230,
9351,9230,
9323,9230,
9370,9230,
9335,9230,
9340,9230,
9329,9135,
9361,9135,
9320,9126,
9292,9126,
9222,9126,
9209,9126,
9200,9126,
9232,9126,
9230,9126,
9230,9126,
9198,9126,
9264,9126,
9263,9126,
9231,9126,
9244,9126,
9182,9126,
9216,9126,
9197,9126,
9207,9126,
9168,9126,
9204,9126,
9227,9126,
9174,9126,
9206,9126,
9194,9126,
9226,9126,
9244,9126,
9235,9126,
9226,9126,
9229,9126,
9247,9126,
9233,9126,
9212,9126,
9180,9126,
9206,9126,
9183,9126,
9232,9126,
9200,9126,
9236,9126,
9236,9077,
9209,9077,
9206,9077,
9240,9077,
9268,9077,
9136,9077,
9194,9067,
9200,9067,
9159,9067,
9210,9067,
9153,9067,
9139,9067,
9122,9067,
9160,9067,
9151,9067,
9113,9067,
9142,9067,
9198,9067,
9141,9062,
9160,9062,
9187,9062,
9221,8970,
9167,8913,
9188,8913,
9177,8816,
9185,8816,
9121,8816,
8967,8816,
8854,8816,
8969,8816,
8908,8816,
8885,8816,
8861,8816,
8927,8816,
8922,8816,
8910,8816,
8919,8816,
8916,8816,
8887,8816,
8898,8816,
8930,8816,
8917,8816,
8875,8816,
8892,8808,
8893,8808,
8958,8808,
8861,8808,
8907,8808,
8910,8763,
8871,8763,
8886,8763,
8922,8763,
8878,8763,
8853,8763,
8838,8763,
8847,8763,
8859,8763,
8837,8763,
8826,8763,
8844,8763,
8884,8763,
8843,8763,
8884,8763,
8904,8763,
8890,8763,
8871,8763,
8924,8763,
8825,8763,
8859,8763,
8889,8763,
8824,8763,
8910,8763,
8859,8763,
8837,8763,
8859,8763,
8886,8763,
8878,8763,
8876,8763,
8876,8763,
8828,8763,
8872,8763,
8855,8763,
8867,8763,
8881,8763,
8859,8763,
8860,8763,
8894,8763,
8836,8763,
8869,8763,
8841,8763,
8876,8763,
8876,8763,
8909,8763,
8818,8763,
8883,8763,
8828,8763,
8847,8763,
8841,8763,
8887,8763,
8869,8763,
8866,8763,
8839,8763,
8905,8763,
8908,8763,
8863,8763,
8822,8763,
8864,8763,
8853,8763,
8866,8763,
8841,8763,
8836,8763,
8846,8763,
8842,8763,
8837,8763,
8845,8763,
8833,8763,
8876,8763,
8875,8763,
8845,8763,
8927,8763,
8862,8763,
8852,8763,
8877,8763,
8851,8763,
8818,8763,
8859,8763,
8832,8763,
8881,8763,
8833,8763,
8826,8763,
8826,8763,
8865,8763,
8835,8763,
8843,8763,
8871,8763,
8807,8763,
8859,8763,
8872,8763,
8830,8763,
8832,8763,
8875,8763,
8789,8763,
8824,8763,
8878,8763,
8876,8763,
8900,8763,
8831,8763,
8872,8763,
8860,8763,
8842,8763,
8895,8763,
8832,8763,
8835,8763,
8833,8763,
8841,8763,
8885,8763,
8845,8763,
8835,8763,
8844,8763,
8835,8763,
8884,8763,
8817,8763,
8865,8763,
8832,8763,
8843,8763,
8847,8763,
8863,8763,
8863,8763,
8877,8763,
8905,8737,
8821,8737,
8815,8737,
8875,8737,
8787,8737,
8809,8737,
8801,8737,
8820,8737,
8825,8737,
8833,8737,
8792,8737,
8851,8737,
8798,8737,
8847,8737,
8816,8737,
8879,8737,
8829,8737,
8830,8737,
8857,8737,
8862,8737,
8802,8737,
8833,8737,
8800,8737,
8842,8737,
8829,8737,
8803,8737,
8822,8737,
8825,8737,
8851,8737,
8853,8737,
8842,8737,
8859,8737,
8888,8737,
8816,8737,
8812,8737,
8825,8737,
8798,8737,
8808,8737,
8833,8737,
8792,8737,
8826,8737,
8914,8737,
8819,8737,
8873,8737,
8851,8737,
8803,8737,
8868,8737,
8799,8737,
8842,8737,
8818,8737,
8849,8737,
8868,8737,
8836,8737,
8811,8737,
8827,8737,
8865,8737,
8825,8737,
8796,8737,
8871,8737,
8821,8737,
8847,8737,
8848,8737,
8786,8737,
8817,8737,
8827,8737,
8831,8737,
8827,8737,
8868,8737,
8848,8737,
8884,8737,
8848,8737,
8872,8737,
8820,8737,
8863,8737,
8825,8737,
8798,8737,
8855,8737,
8830,8737,
8839,8737,
8876,8737,
8810,8737,
8842,8737,
8852,8737,
8831,8737,
8820,8737,
8824,8737,
8870,8737,
8833,8737,
8815,8737,
8885,8737,
8874,8737,
8863,8737,
8834,8737,
8866,8737,
8901,8737,
8838,8737,
8804,8737,
8822,8737,
8811,8737,
8837,8737,
8814,8737,
8827,8737,
8796,8737,
8821,8737,
8841,8737,
8856,8737,
8835,8737,
8880,8737,
8826,8737,
8867,8737,
8825,8737,
8843,8737,
8811,8737,
8841,8737,
8859,8737,
8835,8737,
8817,8737,
8853,8737,
8831,8737,
8842,8737,
8781,8737,
8804,8737,
8854,8737,
8830,8737,
8794,8737,
8793,8737,
8813,8737,
8805,8737,
8794,8737,
8902,8737,
8851,8737,
8825,8737,
8820,8737,
8798,8737,
8836,8737,
8843,8737,
8853,8737,
8803,8737,
8792,8737,
8883,8737,
8839,8737,
8824,8737,
8841,8737,
8811,8737,
8827,8737,
8868,8737,
8859,8737,
8820,8737,
8862,8737,
8835,8737,
8817,8737,
8890,8737,
8819,8737,
8822,8737,
8811,8737,
8904,8737,
8813,8737,
8775,8737,
8836,8737,
8838,8737,
8774,8737,
8817,8737,
8894,8737,
8834,8737,
8883,8737,
8816,8737,
8787,8737,
8869,8737,
8860,8737,
8857,8737,
8846,8737,
8807,8737,
8807,8737,
8801,8737,
8817,8737,
8851,8737,
8820,8737,
8817,8737,
8811,8737,
8808,8737,
8840,8737,
8816,8737,
8849,8737,
8830,8737,
8813,8737,
8830,8737,
8815,8737,
8806,8737,
8796,8737,
8898,8737,
8805,8737,
8855,8737,
8828,8737,
8815,8737,
8840,8737,
8810,8737,
8859,8737,
8828,8737,
8812,8737,
8827,8737,
8882,8737,
8829,8737,
8848,8737,
8835,8737,
8815,8737,
8904,8737,
8829,8737,
8862,8737,
8815,8737,
8817,8737,
8811,8737,
8835,8737,
8790,8737,
8880,8737,
8812,8737,
8877,8737,
8773,8737,
8838,8737,
8860,8737,
8861,8737,
8794,8737,
8862,8737,
8827,8737,
8854,8737,
8778,8737,
8831,8737,
8821,8737,
8803,8737,
8806,8737,
8806,8737,
8780,8737,
8847,8737,
8874,8737,
8798,8737,
8815,8737,
8839,8737,
8826,8737,
8804,8737,
8849,8737,
8866,8737,
8845,8737,
8775,8737,
8877,8737,
8859,8737,
8840,8737,
8830,8737,
8800,8737,
8817,8737,
8824,8737,
8818,8737,
8815,8737,
8839,8737,
8821,8737,
8777,8737,
8869,8737,
8806,8737,
8792,8737,
8820,8737,
8824,8737,
8876,8737,
8810,8737,
8825,8737,
8861,8737,
8887,8737,
8812,8737,
8858,8737,
8808,8737,
8818,8737,
8798,8737,
8825,8737,
8885,8737,
8834,8737,
8845,8737,
8823,8737,
8855,8737,
8836,8737,
8782,8737,
8816,8737,
8831,8737,
8805,8737,
8836,8737,
8827,8737,
8842,8737,
8833,8737,
8807,8737,
8774,8737,
8852,8737,
8978,8737,
8833,8737,
8801,8737,
8819,8737,
8832,8737,
8850,8737,
8840,8737,
8844,8737,
8794,8737,
8836,8737,
8910,8737,
8824,8737,
8827,8737,
8818,8737,
8810,8737,
8861,8737,
8829,8737,
8825,8737,
8861,8737,
8785,8737,
8797,8737,
8794,8737,
8786,8737,
8884,8737,
8806,8737,
8861,8737,
8802,8737,
8796,8737,
8826,8737,
8828,8737,
8817,8737,
8798,8737,
8801,8737,
8862,8737,
8835,8737,
8798,8737,
8835,8737,
8858,8737,
8796,8737,
8783,8737,
8803,8737,
8865,8737,
8837,8737,
8839,8737,
8833,8737,
8813,8737,
8813,8737,
8832,8737,
8806,8737,
8848,8737,
8795,8737,
8848,8737,
8831,8737,
8801,8737,
8838,8737,
8825,8737,
8826,8737,
8842,8737,
8823,8737,
8834,8737,
8860,8737,
8844,8737,
8804,8737,
8815,8737,
8895,8737,
8823,8737,
8813,8737,
8794,8737,
8785,8737,
8863,8737,
8825,8737,
8810,8737,
8805,8737,
8822,8737,
8788,8737,
8892,8737,
8825,8737,
8870,8737,
8803,8737,
8844,8737,
8857,8737,
8772,8737,
8815,8737,
8839,8737,
8796,8737,
8845,8737,
8906,8737,
8817,8737,
8853,8737,
8826,8737,
8864,8737,
8867,8737,
8836,8737,
8894,8737,
8810,8737,
8876,8737,
8796,8737,
8774,8737,
8838,8737,
8838,8737,
8823,8737,
8917,8737,
8797,8737,
8833,8737,
8792,8737,
8826,8737,
8814,8737,
8818,8737,
8818,8737,
8799,8737,
8799,8737,
8822,8737,
8821,8737,
8852,8737,
8812,8737,
8851,8737,
8823,8737,
8821,8737,
8833,8737,
8821,8737,
8842,8737,
8830,8737,
8816,8737,
8823,8737,
8858,8737,
8886,8737,
8832,8737,
8872,8737,
8896,8737,
8831,8737,
8850,8737,
8850,8737,
8898,8737,
8830,8737,
8808,8737,
8842,8737,
8785,8737,
8816,8737,
8817,8737,
8853,8737,
8828,8737,
8818,8737,
8811,8737,
8852,8737,
8830,8737,
8823,8737,
8812,8737,
8833,8737,
8815,8737,
8873,8737,
8819,8737,
8820,8737,
8833,8737,
8826,8737,
8801,8737,
8824,8737,
8830,8737,
8847,8737,
8819,8737,
8785,8737,
8862,8737,
8835,8737,
8830,8737,
8822,8737,
8880,8737,
8811,8737,
8812,8737,
8804,8737,
8856,8737,
8824,8737,
8867,8737,
8795,8737,
8783,8737,
8853,8737,
8832,8737,
8803,8737,
8878,8737,
8798,8737,
8823,8737,
8845,8737,
8880,8737,
8790,8737,
8810,8737,
